1;10/03/2004;18.00.00;2.450984;1360;150;11.9;1046;166;1056;113;1692;1268;13.6;48.9;0.7578
2;10/03/2004;19.00.00;1.291162;1292;112;9.4;955;103;1174;92;1559;972;13.3;47.7;0.7255
3;10/03/2004;20.00.00;2.515659;1402;88;9.0;939;131;1140;114;1555;1074;11.9;54.0;0.7502
4;10/03/2004;21.00.00;1.585693;1376;80;9.2;948;172;1092;122;1584;1203;11.0;60.0;0.7867
15;11/03/2004;08.00.00;1.790986;1333;64;8.0;900;174;1136;112;1517;1102;10.8;57.4;0.7408
16;11/03/2004;09.00.00;2.084216;1351;87;9.5;960;129;1079;101;1583;1028;10.5;60.6;0.7691
21;11/03/2004;14.00.00;3.448036;1371;164;11.5;1034;207;983;128;1730;1037;8.0;81.1;0.8736
22;11/03/2004;15.00.00;2.823724;1310;79;8.8;933;184;1082;126;1647;946;8.3;79.8;0.8778
23;11/03/2004;16.00.00;1.930099;1292;95;8.3;912;193;1103;131;1591;957;9.7;71.2;0.8569
24;11/03/2004;17.00.00;2.648780;1383;150;11.2;1020;243;1008;135;1719;1104;9.8;67.6;0.8185
25;11/03/2004;18.00.00;4.366810;1581;307;20.8;1319;281;799;151;2083;1409;10.3;64.2;0.8065
26;11/03/2004;19.00.00;7.084178;1776;461;27.4;1488;383;702;172;2333;1704;9.7;69.3;0.8319
27;11/03/2004;20.00.00;5.247683;1640;401;24.0;1404;351;743;165;2191;1654;9.6;67.8;0.8133
28;11/03/2004;21.00.00;4.590557;1313;197;12.8;1076;240;957;136;1707;1285;9.1;64.0;0.7419
39;12/03/2004;08.00.00;3.627274;1587;202;17.9;1236;307;897;141;1900;1400;7.3;63.1;0.6499
41;12/03/2004;10.00.00;3.293385;1350;208;14.0;1118;187;912;122;1712;1237;13.2;41.7;0.6320
42;12/03/2004;11.00.00;2.583361;1263;166;11.6;1037;216;969;143;1598;1167;14.3;38.4;0.6243
43;12/03/2004;12.00.00;1.670922;1206;114;10.2;986;143;1035;113;1537;959;15.0;36.5;0.6195
44;12/03/2004;13.00.00;3.043114;1252;140;11.0;1016;160;1008;116;1593;983;16.1;34.5;0.6262
45;12/03/2004;14.00.00;2.935338;1287;169;12.8;1078;163;949;123;1660;1061;16.3;35.7;0.6560
46;12/03/2004;15.00.00;3.063562;1353;185;14.2;1122;190;922;126;1740;1139;15.8;37.0;0.6610
47;12/03/2004;16.00.00;2.774728;1309;165;12.7;1073;178;954;120;1657;1112;15.9;37.2;0.6657
48;12/03/2004;17.00.00;2.971599;1274;133;11.7;1041;150;1006;119;1610;994;16.9;34.3;0.6549
49;12/03/2004;18.00.00;3.019359;1510;233;19.3;1277;206;812;149;1910;1410;15.1;39.6;0.6766
50;12/03/2004;19.00.00;4.719610;1525;242;18.2;1246;202;821;145;1847;1448;14.4;43.4;0.7084
51;12/03/2004;20.00.00;7.163592;1843;488;32.6;1610;340;624;170;2390;1887;12.9;50.5;0.7478
52;12/03/2004;21.00.00;4.314147;1598;333;20.1;1299;274;752;149;1941;1627;12.1;53.3;0.7536
53;12/03/2004;22.00.00;3.206807;1484;215;14.3;1127;253;839;139;1723;1491;11.0;59.1;0.7740
54;12/03/2004;23.00.00;4.772043;1677;367;21.8;1346;300;741;134;2062;1657;9.7;64.6;0.7771
55;13/03/2004;00.00.00;2.477356;1280;122;9.6;964;193;963;113;1544;1285;9.5;64.1;0.7597
63;13/03/2004;08.00.00;2.227292;1336;132;11.8;1043;256;935;96;1678;1192;6.5;71.6;0.6945
64;13/03/2004;09.00.00;3.672970;1408;239;15.1;1153;295;830;119;1777;1411;9.6;59.7;0.7124
65;13/03/2004;10.00.00;2.470887;1447;160;12.9;1081;250;869;126;1667;1465;12.4;51.2;0.7335
66;13/03/2004;11.00.00;3.027448;1542;283;16.1;1184;296;808;158;1780;1583;15.6;42.2;0.7451
67;13/03/2004;12.00.00;3.255865;1451;210;14.0;1117;239;875;161;1679;1387;18.4;33.8;0.7090
68;13/03/2004;13.00.00;3.447343;1328;154;12.3;1059;153;987;124;1600;1101;19.4;31.3;0.6950
69;13/03/2004;14.00.00;2.379490;1207;112;8.6;924;118;1088;102;1488;850;18.0;34.8;0.7127
70;13/03/2004;15.00.00;2.261834;1240;108;9.2;947;119;1049;116;1532;947;18.4;33.6;0.7042
71;13/03/2004;16.00.00;1.885518;1306;111;10.2;987;138;1004;124;1554;1078;17.6;35.1;0.7012
72;13/03/2004;17.00.00;1.551359;1326;97;10.6;1000;148;976;125;1602;1084;16.7;37.8;0.7117
73;13/03/2004;18.00.00;4.205383;1473;191;15.5;1163;227;831;148;1779;1395;16.1;41.0;0.7451
74;13/03/2004;19.00.00;4.903014;1609;258;19.6;1286;277;758;165;1922;1612;15.8;42.4;0.7569
75;13/03/2004;20.00.00;4.057520;1611;284;19.2;1274;279;754;161;1915;1697;15.7;44.1;0.7786
